creator,tiktok_video_id,date_posted,product,gross_revenue,sku_orders,cost,roi,video_title
ไม่ระบุ,7522108386008108309,2025-07-01,หนังสือ กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว (It Is Never Too Late to Love Yourself),0.0,0,0.0,0.0,5 ข้อห้าม อย่าคิดลบกับตัวเอง ถ้าไม่อยากเสียใจไปตลอดชีวิต… #กว่าจะคิดได้ก็ไม่มีลมหายใจแล้ว  #opendurianhowto #howto #หนังสือเล่มโปรด #หนังสือฮีลใจ #books #รักตัวเอง #ประโยคฮีลใจ  
ริว,7522076211338611976,2025-07-01,หนังสือ ยินดีต้อนรับและขอบคุณที่กลับมา,0.0,0,0.0,0.0,ข้อความถึง ‘คนไกลบ้าน’ 🏠🤍 #opendurianhowto #OpenDurianBooks #ยินดีต้อนรับและขอบคุณที่กลับมา #หนังสือ #Books #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
ริว,7522053712739683602,2025-07-01,[พร้อมส่ง] หนังสือถ้าโลกมันแย่ ก็แค่คิดแบบคาปิบาร่า (Think Like a Happybara),0.0,0,0.0,0.0,POV : เพื่อนที่ชอบบ่นว่าอยากมีแฟน 🦫😂 #ถ้าโลกมันแย่แค่คิดแบบคาปิบาร่า #happybara #พิชิตเรื่องแย่จากแนวคิดของคาปิบาร่า #opendurianhowto #opendurianbooks #หนังสือพัฒนาตัวเอง #หนังสือฮีลใจ #หนังสือขายดี #ฮีลใจ #พัฒนาตัวเอง
ไม่ระบุ,7521948440104815893,2025-07-01,[พร้อมส่ง] หนังสือปีศาจตัวนั้น คือฉันเอง A Guide to Fighting the Demons in My Heart,0.0,0,0.0,0.0,คำพูดฮีลใจ #คนไม่มั่นใจในตัวเอง :)  #opendurianhowto #howto #ปีศาจตัวนั้นคือฉันเอง #หนังสือเล่มโปรด #หนังสือฮีลใจ #books #booktok #ไม่มั่นใจในตัวเอง 
ริว,7521927411064163592,2025-07-01,BOXSET The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,ไพ่อยากจะบอกอะไรกับคุณ เลือก 1 ใบที่ใช่สำหรับคุณ🔮🌟 #ดูดวง #ทำนายดวง #opendurianhowto #opendurianbooks #หนังสือพัฒนาตัวเอง #หนังสือฮีลใจ #หนังสือขายดี #TheWitchesClubชมรมลับเปลี่ยนชีวิต #MAYI #เมไอ #ฮีลใจ #พัฒนาตัวเอง
ไม่ระบุ,7520998696146799889,2025-06-28,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,สิ่งที่หนังสือเล่มนี้อยากพูดถึง คือความรู้สึกที่หล่นหาวระหว่างการเดินทางของชีวิต ☕️ #ghostlybrews #ยินดีบริการดวงวิญญาณหลังเที่ยง #opendurianhowto #books #howto #หนังสือเล่มโปรด #รักตัวเอง #moveon 
ไม่ระบุ,7520631705347099925,2025-06-27,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,ชอบใครในหนังสือเล่มนี้บ้าง  Comment บอกกันหน่อยน้าาา☕️ #ghostlybrews #ยินดีบริการดวงวิญญาณหลังเที่ยง #opendurianhowto #books #howto #หนังสือเล่มโปรด #ตัวละคร #รักตัวเอง #moveon 
ไม่ระบุ,7520582641012231440,2025-06-27,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,บทที่ 24 : อาจไม่มีใครอยากเลิกรา  #โอบกอดความไม่สมบูรณ์แบบของเธอ   #opendurianhowto #books #howto #หนังสือเล่มโปรด #ประโยคฮีลใจ #รักตัวเอง #booktok #หนังสือฮีลใจ 
ริว,7520565125758143751,2025-06-27,BOXSET The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,🔮 สายมู ‘อยากมีชีวิตดี’ หยุดฟัง‼️ #opendurianhowto #opendurianbooks #หนังสือพัฒนาตัวเอง #หนังสือฮีลใจ #หนังสือขายดี #TheWitchesClubชมรมลับเปลี่ยนชีวิต #MAYI #เมไอ #ฮีลใจ #พัฒนาตัวเอง
ริว,7520552246090763528,2025-06-27,หนังสือ ยินดีต้อนรับและขอบคุณที่กลับมา,0.0,0,0.0,0.0,หนังสือที่อ่านแล้ว ‘เหมือนได้กลับบ้าน’ 🤍🏠#opendurianhowto #OpenDurianBooks #ยินดีต้อนรับและขอบคุณที่กลับมา #หนังสือ #Books #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
ริว,7520257474801274130,2025-06-26,[สุดคุ้ม] หนังสือ ปีศาจตัวนั้น คือฉันเอง A Guide to Fight the Demons in My Heart,0.0,0,0.0,0.0,ฉันที่อยากลาออก แต่ไม่กล้า 🫦#opendurianhowto #opendurianbooks #หนังสือพัฒนาตัวเอง #หนังสือฮีลใจ #ปีศาจตัวนั้นคือฉันเอง #หนังสือขายดี #MAYI #เมไอ #ฮีลใจ #พัฒนาตัวเอง
ริว,7520227915951361298,2025-06-26,หนังสือ ขอใช้ชีวิตที่เหลือ เพื่อตัวเองนะ,0.0,0,0.0,0.0,ไม่ว่าโลกจะใจร้ายกับเราแค่ไหน… #opendurianhowto #OpenDurianBooks #ขอใช้ชีวิตที่เหลือเพื่อตัวเองนะ #หนังสือ #Books #หนังสือฮีลใจ #หนังสือพัฒนาตัวเอง
ไม่ระบุ,7520226989664406805,2025-06-26,หนังสือ The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,แล้วเพื่อน ๆ ล่ะ 🔮 อ่านแล้วชอบประโยคไหนในหนังสือ #thewitchesclubชมรมลับเปลี่ยนชีวิต   อย่าลืม Comment มาบอกกันน้าา :) #opendurianhowto  #หนังสือเล่มใหม่ #books #opendurianbooks #รักตัวเอง #สัมภาษณ์ #ประโยคฮีลใจ 
ไม่ระบุ,7520226989664406805,2025-06-26,BOXSET The Witches' Club ชมรมลับเปลี่ยนชีวิต,0.0,0,0.0,0.0,แล้วเพื่อน ๆ ล่ะ 🔮 อ่านแล้วชอบประโยคไหนในหนังสือ #thewitchesclubชมรมลับเปลี่ยนชีวิต   อย่าลืม Comment มาบอกกันน้าา :) #opendurianhowto  #หนังสือเล่มใหม่ #books #opendurianbooks #รักตัวเอง #สัมภาษณ์ #ประโยคฮีลใจ 
